id_municipio;Estado ;municipio;lon1;lat1;lon2;lat2
1481;MG;Capinópolis;-49,57;-18,68194444;-43,94194444;-19,92805556
1482;MG;Capitão Andrade;-41,85777778;-19,06694444;-43,94194444;-19,92805556
1483;MG;Capitão Enéas;-43,71083333;-16,32388889;-43,94194444;-19,92805556
1484;MG;Capitólio;-46,05;-20,615;-43,94194444;-19,92805556
1485;MG;Caputira;-42,27083333;-20,17194444;-43,94194444;-19,92805556
1487;MG;Caranaíba;-43,73888889;-20,87583333;-43,94194444;-19,92805556
1488;MG;Carandaí;-43,80583333;-20,95388889;-43,94194444;-19,92805556
1489;MG;Carangola;-42,02888889;-20,73277778;-43,94194444;-19,92805556
1490;MG;Caratinga;-42,13888889;-19,79;-43,94194444;-19,92805556
1486;MG;Caraí;-41,695;-17,18888889;-43,94194444;-19,92805556
1491;MG;Carbonita;-43,01583333;-17,52694444;-43,94194444;-19,92805556
1492;MG;Careaçu;-45,69888889;-22,04277778;-43,94194444;-19,92805556
1493;MG;Carlos Chagas;-40,76583333;-17,70277778;-43,94194444;-19,92805556
1495;MG;Carmo da Cachoeira;-45,22388889;-21,46083333;-43,94194444;-19,92805556
1496;MG;Carmo da Mata;-44,87083333;-20,55777778;-43,94194444;-19,92805556
1497;MG;Carmo de Minas;-45,12888889;-22,12194444;-43,94194444;-19,92805556
1498;MG;Carmo do Cajuru;-44,77083333;-20,18388889;-43,94194444;-19,92805556
1499;MG;Carmo do Paranaíba;-46,31583333;-19,00083333;-43,94194444;-19,92805556
1500;MG;Carmo do Rio Claro;-46,11888889;-20,97305556;-43,94194444;-19,92805556
1494;MG;Carmésia;-43,14194444;-19,08888889;-43,94194444;-19,92805556
1501;MG;Carmópolis de Minas;-44,635;-20,54083333;-43,94194444;-19,92805556
1502;MG;Carneirinho;-50,68777778;-19,69777778;-43,94194444;-19,92805556
1503;MG;Carrancas;-44,64277778;-21,48777778;-43,94194444;-19,92805556
1505;MG;Carvalhos;-44,46083333;-22,00083333;-43,94194444;-19,92805556
1504;MG;Carvalhópolis;-45,84083333;-21,77777778;-43,94194444;-19,92805556
1506;MG;Casa Grande;-43,93;-20,79277778;-43,94194444;-19,92805556
1507;MG;Cascalho Rico;-47,87694444;-18,57583333;-43,94194444;-19,92805556
1509;MG;Cataguases;-42,69694444;-21,38888889;-43,94194444;-19,92805556
1510;MG;Catas Altas;-43,40777778;-20,075;-43,94194444;-19,92805556
1511;MG;Catas Altas da Noruega;-43,49777778;-20,69;-43,94194444;-19,92805556
1512;MG;Catuji;-41,51694444;-17,31194444;-43,94194444;-19,92805556
1513;MG;Catuti;-42,96277778;-15,35777778;-43,94194444;-19,92805556
1514;MG;Caxambu;-44,93277778;-21,97694444;-43,94194444;-19,92805556
1515;MG;Cedro do Abaeté;-45,71083333;-19,14777778;-43,94194444;-19,92805556
1516;MG;Central de Minas;-41,30583333;-18,76194444;-43,94194444;-19,92805556
1517;MG;Centralina;-49,19888889;-18,58388889;-43,94194444;-19,92805556
1519;MG;Chalé;-41,68777778;-20,04388889;-43,94194444;-19,92805556
1521;MG;Chapada Gaúcha;-45,61777778;-15,30583333;-43,94194444;-19,92805556
1520;MG;Chapada do Norte;-42,535;-17,08694444;-43,94194444;-19,92805556
1522;MG;Chiador;-43,05777778;-22,00277778;-43,94194444;-19,92805556
1518;MG;Chácara;-43,22194444;-21,67194444;-43,94194444;-19,92805556
1523;MG;Cipotânea;-43,36583333;-20,905;-43,94194444;-19,92805556
1524;MG;Claraval;-47,26694444;-20,39888889;-43,94194444;-19,92805556
1525;MG;Claro dos Poções;-44,20888889;-17,08;-43,94194444;-19,92805556
1526;MG;Cláudio;-44,76583333;-20,44277778;-43,94194444;-19,92805556
1527;MG;Coimbra;-42,80277778;-20,85694444;-43,94194444;-19,92805556
1528;MG;Coluna;-42,84;-18,23388889;-43,94194444;-19,92805556
1529;MG;Comendador Gomes;-49,08083333;-19,69777778;-43,94194444;-19,92805556
1530;MG;Comercinho;-41,79277778;-16,29583333;-43,94194444;-19,92805556
1531;MG;Conceição da Aparecida;-46,20388889;-21,09388889;-43,94194444;-19,92805556
1532;MG;Conceição da Barra de Minas;-44,47194444;-21,12888889;-43,94194444;-19,92805556
1533;MG;Conceição das Alagoas;-48,38777778;-19,915;-43,94194444;-19,92805556
1534;MG;Conceição das Pedras;-45,455;-22,16;-43,94194444;-19,92805556
1535;MG;Conceição de Ipanema;-41,69388889;-19,92777778;-43,94194444;-19,92805556
1536;MG;Conceição do Mato Dentro;-43,425;-19,03694444;-43,94194444;-19,92805556
1537;MG;Conceição do Pará;-44,89694444;-19,75277778;-43,94194444;-19,92805556
1538;MG;Conceição do Rio Verde;-45,085;-21,88083333;-43,94194444;-19,92805556
1539;MG;Conceição dos Ouros;-45,79777778;-22,41277778;-43,94194444;-19,92805556
1541;MG;Confins;-43,98277778;-19,63277778;-43,94194444;-19,92805556
1542;MG;Congonhal;-46,03888889;-22,15277778;-43,94194444;-19,92805556
1543;MG;Congonhas;-43,85777778;-20,5;-43,94194444;-19,92805556
1544;MG;Congonhas do Norte;-43,68083333;-18,80694444;-43,94194444;-19,92805556
1545;MG;Conquista;-47,54194444;-19,93694444;-43,94194444;-19,92805556
1546;MG;Conselheiro Lafaiete;-43,78583333;-20,66;-43,94194444;-19,92805556
1547;MG;Conselheiro Pena;-41,47194444;-19,17194444;-43,94194444;-19,92805556
1548;MG;Consolação;-45,92083333;-22,55083333;-43,94194444;-19,92805556
1549;MG;Contagem;-44,05388889;-19,93194444;-43,94194444;-19,92805556
1550;MG;Coqueiral;-45,44083333;-21,18888889;-43,94194444;-19,92805556
1551;MG;Coração de Jesus;-44,365;-16,685;-43,94194444;-19,92805556
1552;MG;Cordisburgo;-44,32083333;-19,125;-43,94194444;-19,92805556
1553;MG;Cordislândia;-45,70083333;-21,79277778;-43,94194444;-19,92805556
1554;MG;Corinto;-44,45583333;-18,38083333;-43,94194444;-19,92805556
1555;MG;Coroaci;-42,28583333;-18,62194444;-43,94194444;-19,92805556
1556;MG;Coromandel;-47,2;-18,47277778;-43,94194444;-19,92805556
1557;MG;Coronel Fabriciano;-42,62888889;-19,51888889;-43,94194444;-19,92805556
1558;MG;Coronel Murta;-42,18194444;-16,61888889;-43,94194444;-19,92805556
1559;MG;Coronel Pacheco;-43,26583333;-21,58777778;-43,94194444;-19,92805556
1560;MG;Coronel Xavier Chaves;-44,22277778;-21,02388889;-43,94194444;-19,92805556
1565;MG;Couto de Magalhães de Minas;-43,47083333;-18,07083333;-43,94194444;-19,92805556
1567;MG;Cristais;-45,51888889;-20,87583333;-43,94194444;-19,92805556
1569;MG;Cristiano Otoni;-43,80583333;-20,83194444;-43,94194444;-19,92805556
1570;MG;Cristina;-45,26388889;-22,21194444;-43,94194444;-19,92805556
1568;MG;Cristália;-42,86194444;-16,8;-43,94194444;-19,92805556
1566;MG;Crisólita;-40,91194444;-17,23694444;-43,94194444;-19,92805556
1571;MG;Crucilândia;-44,33694444;-20,38388889;-43,94194444;-19,92805556
1572;MG;Cruzeiro da Fortaleza;-46,67388889;-18,94583333;-43,94194444;-19,92805556
1573;MG;Cruzília;-44,80777778;-21,83888889;-43,94194444;-19,92805556
1574;MG;Cuparaque;-41,09888889;-18,96888889;-43,94194444;-19,92805556
1575;MG;Curral de Dentro;-41,84388889;-15,93777778;-43,94194444;-19,92805556
1576;MG;Curvelo;-44,43083333;-18,75583333;-43,94194444;-19,92805556
1508;MG;Cássia;-46,92194444;-20,58277778;-43,94194444;-19,92805556
1561;MG;Córrego Danta;-45,90388889;-19,82388889;-43,94194444;-19,92805556
1563;MG;Córrego Fundo;-45,555;-20,44888889;-43,94194444;-19,92805556
1564;MG;Córrego Novo;-42,39583333;-19,83194444;-43,94194444;-19,92805556
1562;MG;Córrego do Bom Jesus;-46,02;-22,63;-43,94194444;-19,92805556
1540;MG;Cônego Marinho;-44,41777778;-15,29388889;-43,94194444;-19,92805556
1577;MG;Datas;-43,65583333;-18,44583333;-43,94194444;-19,92805556
1578;MG;Delfim Moreira;-45,28;-22,50888889;-43,94194444;-19,92805556
1579;MG;Delfinópolis;-46,85388889;-20,34388889;-43,94194444;-19,92805556
1580;MG;Delta;-47,77083333;-19,97694444;-43,94194444;-19,92805556
1581;MG;Descoberto;-42,96777778;-21,46;-43,94194444;-19,92805556
1582;MG;Desterro de Entre Rios;-44,33277778;-20,66;-43,94194444;-19,92805556
1583;MG;Desterro do Melo;-43,51777778;-21,14694444;-43,94194444;-19,92805556
1584;MG;Diamantina;-43,6;-18,24888889;-43,94194444;-19,92805556
1585;MG;Diogo de Vasconcelos;-43,19777778;-20,48777778;-43,94194444;-19,92805556
1586;MG;Dionísio;-42,770087;-19,843252;-43,94194444;-19,92805556
1588;MG;Divino;-42,14888889;-20,61388889;-43,94194444;-19,92805556
1589;MG;Divino das Laranjeiras;-41,48;-18,77777778;-43,94194444;-19,92805556
1590;MG;Divinolândia de Minas;-42,59777778;-18,80388889;-43,94194444;-19,92805556
1587;MG;Divinésia;-43,00388889;-20,99;-43,94194444;-19,92805556
1591;MG;Divinópolis;-44,88388889;-20,13888889;-43,94194444;-19,92805556
1592;MG;Divisa Alegre;-41,345;-15,72583333;-43,94194444;-19,92805556
1593;MG;Divisa Nova;-46,19583333;-21,51083333;-43,94194444;-19,92805556
1594;MG;Divisópolis;-41;-15,72583333;-43,94194444;-19,92805556
1595;MG;Dom Bosco;-46,27083333;-16,65194444;-43,94194444;-19,92805556
1596;MG;Dom Cavati;-42,10583333;-19,37388889;-43,94194444;-19,92805556
1597;MG;Dom Joaquim;-43,25583333;-18,96694444;-43,94194444;-19,92805556
1598;MG;Dom Silvério;-42,96777778;-20,16;-43,94194444;-19,92805556
1599;MG;Dom Viçoso;-45,16083333;-22,25388889;-43,94194444;-19,92805556
1600;MG;Dona Eusébia;-42,81083333;-21,31611111;-43,94194444;-19,92805556
1601;MG;Dores de Campos;-44,02277778;-21,10888889;-43,94194444;-19,92805556
1602;MG;Dores de Guanhães;-42,92888889;-19,05777778;-43,94194444;-19,92805556
1603;MG;Dores do Indaiá;-45,60194444;-19,46277778;-43,94194444;-19,92805556
1604;MG;Dores do Turvo;-43,18888889;-20,97583333;-43,94194444;-19,92805556
1605;MG;Doresópolis;-45,90277778;-20,28694444;-43,94194444;-19,92805556
1606;MG;Douradoquara;-47,60888889;-18,43083333;-43,94194444;-19,92805556
1607;MG;Durandé;-41,79777778;-20,20277778;-43,94194444;-19,92805556
1608;MG;Elói Mendes;-45,565;-21,61;-43,94194444;-19,92805556
1609;MG;Engenheiro Caldas;-42,04583333;-19,21888889;-43,94194444;-19,92805556
1610;MG;Engenheiro Navarro;-43,95;-17,28;-43,94194444;-19,92805556
1611;MG;Entre Folhas;-42,23083333;-19,625;-43,94194444;-19,92805556
1612;MG;Entre Rios de Minas;-44,06583333;-20,67083333;-43,94194444;-19,92805556
1613;MG;Ervália;-42,65694444;-20,84;-43,94194444;-19,92805556
1614;MG;Esmeraldas;-44,31388889;-19,76277778;-43,94194444;-19,92805556
1615;MG;Espera Feliz;-41,90694444;-20,65;-43,94194444;-19,92805556
1616;MG;Espinosa;-42,81027778;-14,90805556;-43,94194444;-19,92805556
1617;MG;Espírito Santo do Dourado;-45,95083333;-22,04583333;-43,94194444;-19,92805556
1618;MG;Estiva;-46,01694444;-22,46277778;-43,94194444;-19,92805556
1619;MG;Estrela Dalva;-42,46083333;-21,74194444;-43,94194444;-19,92805556
1620;MG;Estrela do Indaiá;-45,78777778;-19,52194444;-43,94194444;-19,92805556
1621;MG;Estrela do Sul;-47,69277778;-18,74583333;-43,94194444;-19,92805556
1622;MG;Eugenópolis;-42,18694444;-21,09888889;-43,94194444;-19,92805556
1623;MG;Ewbank da Câmara;-43,51;-21,55083333;-43,94194444;-19,92805556
1624;MG;Extrema;-46,31777778;-22,855;-43,94194444;-19,92805556
1625;MG;Fama;-45,82888889;-21,40583333;-43,94194444;-19,92805556
1626;MG;Faria Lemos;-42,03;-20,80777778;-43,94194444;-19,92805556
1628;MG;Felisburgo;-40,76083333;-16,63888889;-43,94194444;-19,92805556
1629;MG;Felixlândia;-44,89888889;-18,75777778;-43,94194444;-19,92805556
1627;MG;Felício dos Santos;-43,24694444;-18,07694444;-43,94194444;-19,92805556
1630;MG;Fernandes Tourinho;-42,08194444;-19,15388889;-43,94194444;-19,92805556
1631;MG;Ferros;-43,02277778;-19,23194444;-43,94194444;-19,92805556
1632;MG;Fervedouro;-42,27888889;-20,72583333;-43,94194444;-19,92805556
1633;MG;Florestal;-44,43277778;-19,88888889;-43,94194444;-19,92805556
1634;MG;Formiga;6,483333333;0,266666667;-43,94194444;-19,92805556
1635;MG;Formoso;-46,23194444;-14,94694444;-43,94194444;-19,92805556
1636;MG;Fortaleza de Minas;-46,71777778;-20,84888889;-43,94194444;-19,92805556
1637;MG;Fortuna de Minas;-44,44694444;-19,56083333;-43,94194444;-19,92805556
1638;MG;Francisco Badaró;-42,35194444;-16,99277778;-43,94194444;-19,92805556
1639;MG;Francisco Dumont;-44,23388889;-17,315;-43,94194444;-19,92805556
1641;MG;Francisco Sá;-43,4942587;-16,4777211;-43,94194444;-19,92805556
1640;MG;Franciscópolis;-42,00888889;-17,96;-43,94194444;-19,92805556
1642;MG;Frei Gaspar;-41,42888889;-18,06583333;-43,94194444;-19,92805556
1643;MG;Frei Inocêncio;-41,92194444;-18,545;-43,94194444;-19,92805556
1644;MG;Frei Lagonegro;-42,76583333;-18,16777778;-43,94194444;-19,92805556
1645;MG;Fronteira;-49,19888889;-20,26777778;-43,94194444;-19,92805556
1646;MG;Fronteira dos Vales;-40,925;-16,89083333;-43,94194444;-19,92805556
1647;MG;Fruta de Leite;-42,53277778;-16,13083333;-43,94194444;-19,92805556
1648;MG;Frutal;-48,94083333;-20,025;-43,94194444;-19,92805556
1649;MG;Funilândia;-44,05583333;-19,36777778;-43,94194444;-19,92805556
1650;MG;Galiléia;-41,53777778;-18,99888889;-43,94194444;-19,92805556
1651;MG;Gameleiras;-43,12388889;-15,08194444;-43,94194444;-19,92805556
1652;MG;Glaucilândia;-43,69694444;-16,85;-43,94194444;-19,92805556
1653;MG;Goiabeira;-41,22277778;-18,98194444;-43,94194444;-19,92805556
1654;MG;Goianá;-43,2019;-21,5369;-43,94194444;-19,92805556
1656;MG;Gonzaga;-42,47888889;-18,82194444;-43,94194444;-19,92805556
1655;MG;Gonçalves;-45,85583333;-22,65888889;-43,94194444;-19,92805556
1657;MG;Gouveia;-43,74083333;-18,45388889;-43,94194444;-19,92805556
1658;MG;Governador Valadares;-41,94888889;-18,85083333;-43,94194444;-19,92805556
1660;MG;Grupiara;-47,72194444;-18,49388889;-43,94194444;-19,92805556
1659;MG;Grão Mogol;-42,89;-16,55888889;-43,94194444;-19,92805556
1661;MG;Guanhães;-42,93277778;-18,775;-43,94194444;-19,92805556
1662;MG;Guapé;-45,91777778;-20,76194444;-43,94194444;-19,92805556
1663;MG;Guaraciaba;-43,00777778;-20,57083333;-43,94194444;-19,92805556
1664;MG;Guaraciama;-43,67277778;-17,01388889;-43,94194444;-19,92805556
1666;MG;Guarani;-43,04694444;-21,35194444;-43,94194444;-19,92805556
1665;MG;Guaranésia;-46,80277778;-21,29888889;-43,94194444;-19,92805556
1667;MG;Guarará;-43,03777778;-21,73194444;-43,94194444;-19,92805556
1668;MG;Guarda-Mor;-47,09777778;-17,77083333;-43,94194444;-19,92805556
1669;MG;Guaxupé;-46,71277778;-21,305;-43,94194444;-19,92805556
1670;MG;Guidoval;-42,79694444;-21,15194444;-43,94194444;-19,92805556
1671;MG;Guimarânia;-46,79277778;-18,84388889;-43,94194444;-19,92805556
1672;MG;Guiricema;-42,71777778;-21,00777778;-43,94194444;-19,92805556
1673;MG;Gurinhatã;-49,78583333;-19,21277778;-43,94194444;-19,92805556
1674;MG;Heliodora;-45,54194444;-22,06694444;-43,94194444;-19,92805556
1675;MG;Iapu;-42,21777778;-19,43694444;-43,94194444;-19,92805556
1676;MG;Ibertioga;-43,96277778;-21,43;-43,94194444;-19,92805556
1678;MG;Ibiaí;-44,91388889;-16,86083333;-43,94194444;-19,92805556
1679;MG;Ibiracatu;-44,16388889;-15,66388889;-43,94194444;-19,92805556
1680;MG;Ibiraci;-47,12194444;-20,46194444;-43,94194444;-19,92805556
1681;MG;Ibirité;-44,05888889;-20,02194444;-43,94194444;-19,92805556
1682;MG;Ibitiúra de Minas;-46,44;-22,06083333;-43,94194444;-19,92805556
1683;MG;Ibituruna;-44,74777778;-21,15277778;-43,94194444;-19,92805556
1677;MG;Ibiá;-46,53888889;-19,47777778;-43,94194444;-19,92805556
1684;MG;Icaraí de Minas;-44,90583333;-16,21694444;-43,94194444;-19,92805556
1685;MG;Igarapé;-44,30194444;-20,07;-43,94194444;-19,92805556
1686;MG;Igaratinga;-44,70888889;-19,955;-43,94194444;-19,92805556
1687;MG;Iguatama;-45,71083333;-20,17388889;-43,94194444;-19,92805556
1688;MG;Ijaci;-44,925;-21,17;-43,94194444;-19,92805556
1689;MG;Ilicínea;-45,83277778;-20,93583333;-43,94194444;-19,92805556
1690;MG;Imbé de Minas;-41,97083333;-19,59694444;-43,94194444;-19,92805556
1691;MG;Inconfidentes;-46,32777778;-22,31694444;-43,94194444;-19,92805556
1692;MG;Indaiabira;-42,19694444;-15,49194444;-43,94194444;-19,92805556
1693;MG;Indianópolis;-47,91694444;-19,03888889;-43,94194444;-19,92805556
1694;MG;Ingaí;-44,91694444;-21,40083333;-43,94194444;-19,92805556
1695;MG;Inhapim;-42,12;-19,54888889;-43,94194444;-19,92805556
1696;MG;Inhaúma;-44,39;-19,49083333;-43,94194444;-19,92805556
1697;MG;Inimutaba;-44,36083333;-18,72888889;-43,94194444;-19,92805556
1698;MG;Ipaba;-42,41888889;-19,41388889;-43,94194444;-19,92805556
1699;MG;Ipanema;-41,71277778;-19,80083333;-43,94194444;-19,92805556
1700;MG;Ipatinga;-42,53694444;-19,46777778;-43,94194444;-19,92805556
1701;MG;Ipiaçu;-49,94277778;-18,69194444;-43,94194444;-19,92805556
1702;MG;Ipuiúna;-46,19;-22,09888889;-43,94194444;-19,92805556
1703;MG;Iraí de Minas;-47,46083333;-18,98388889;-43,94194444;-19,92805556
1704;MG;Itabira;-43,22694444;-19,61888889;-43,94194444;-19,92805556
1705;MG;Itabirinha;-41,23277778;-18,56583333;-43,94194444;-19,92805556
1706;MG;Itabirito;-43,80083333;-20,25277778;-43,94194444;-19,92805556
1707;MG;Itacambira;-43,30888889;-17,065;-43,94194444;-19,92805556
1708;MG;Itacarambi;-44,09194444;-15,10194444;-43,94194444;-19,92805556
1709;MG;Itaguara;-44,48777778;-20,39194444;-43,94194444;-19,92805556
1710;MG;Itaipé;-41,66888889;-17,40194444;-43,94194444;-19,92805556
1711;MG;Itajubá;-45,45277778;-22,42583333;-43,94194444;-19,92805556
1712;MG;Itamarandiba;-42,85888889;-17,85694444;-43,94194444;-19,92805556
1713;MG;Itamarati de Minas;-42,81777778;-21,41583333;-43,94194444;-19,92805556
1714;MG;Itambacuri;-41,68298761;-18,03644691;-43,94194444;-19,92805556
1715;MG;Itambé do Mato Dentro;-43,32083333;-19,41388889;-43,94194444;-19,92805556
1716;MG;Itamogi;-47,04777778;-21,07777778;-43,94194444;-19,92805556
1717;MG;Itamonte;-44,87;-22,28388889;-43,94194444;-19,92805556
1718;MG;Itanhandu;-44,935;-22,29583333;-43,94194444;-19,92805556
1719;MG;Itanhomi;-41,865;-19,17194444;-43,94194444;-19,92805556
1720;MG;Itaobim;-41,50277778;-16,56194444;-43,94194444;-19,92805556
1721;MG;Itapagipe;-49,38083333;-19,90888889;-43,94194444;-19,92805556
1722;MG;Itapecerica;-45,12583333;-20,47277778;-43,94194444;-19,92805556
1723;MG;Itapeva;-46,22083333;-22,76777778;-43,94194444;-19,92805556
1724;MG;Itatiaiuçu;-44,42083333;-20,19694444;-43,94194444;-19,92805556
1727;MG;Itaverava;-43,61;-20,67777778;-43,94194444;-19,92805556
1725;MG;Itaú de Minas;-46,75194444;-20,73888889;-43,94194444;-19,92805556
1726;MG;Itaúna;-44,57583333;-20,075;-43,94194444;-19,92805556
1728;MG;Itinga;-41,765;-16,61277778;-43,94194444;-19,92805556
1729;MG;Itueta;-41,17;-19,39388889;-43,94194444;-19,92805556
1730;MG;Ituiutaba;-49,465;-18,96888889;-43,94194444;-19,92805556
1731;MG;Itumirim;-44,87083333;-21,31694444;-43,94194444;-19,92805556
1732;MG;Iturama;-50,19583333;-19,72777778;-43,94194444;-19,92805556
1733;MG;Itutinga;-44,65777778;-21,29777778;-43,94194444;-19,92805556
1734;MG;Jaboticatubas;-43,745;-19,51388889;-43,94194444;-19,92805556
1735;MG;Jacinto;-40,29277778;-16,14388889;-43,94194444;-19,92805556
1737;MG;Jacutinga;-46,61194444;-22,28583333;-43,94194444;-19,92805556
1736;MG;Jacuí;-46,74083333;-21,01694444;-43,94194444;-19,92805556
1738;MG;Jaguaraçu;-42,75;-19,64888889;-43,94194444;-19,92805556
1740;MG;Jampruca;-41,80388889;-18,46277778;-43,94194444;-19,92805556
1741;MG;Janaúba;-43,30888889;-15,80277778;-43,94194444;-19,92805556
1742;MG;Januária;-44,36194444;-15,48777778;-43,94194444;-19,92805556
1743;MG;Japaraíba;-45,50277778;-20,14083333;-43,94194444;-19,92805556
1744;MG;Japonvar;-44,27;-15,995;-43,94194444;-19,92805556
1739;MG;Jaíba;-43,67388889;-15,33777778;-43,94194444;-19,92805556
1745;MG;Jeceaba;-43,98277778;-20,535;-43,94194444;-19,92805556
1746;MG;Jenipapo de Minas;-42,25777778;-17,08277778;-43,94194444;-19,92805556
1747;MG;Jequeri;-42,66583333;-20,45583333;-43,94194444;-19,92805556
1748;MG;Jequitaí;-44,44583333;-17,23583333;-43,94194444;-19,92805556
1749;MG;Jequitibá;-44,02777778;-19,23583333;-43,94194444;-19,92805556
1750;MG;Jequitinhonha;-41,00277778;-16,43388889;-43,94194444;-19,92805556
1751;MG;Jesuânia;-45,29083333;-21,99777778;-43,94194444;-19,92805556
1753;MG;Joanésia;-42,67888889;-19,17194444;-43,94194444;-19,92805556
1756;MG;Joaquim Felício;-44,17194444;-17,75777778;-43,94194444;-19,92805556
1752;MG;Joaíma;-41,03083333;-16,65388889;-43,94194444;-19,92805556
1757;MG;Jordânia;-40,17777778;-15,9;-43,94194444;-19,92805556
1759;MG;Josenópolis;-42,515;-16,54694444;-43,94194444;-19,92805556
1758;MG;José Gonçalves de Minas;-42,60388889;-16,90694444;-43,94194444;-19,92805556
1760;MG;José Raydan;-42,49888889;-18,21888889;-43,94194444;-19,92805556
1754;MG;João Monlevade;-43,17388889;-19,81;-43,94194444;-19,92805556
1755;MG;João Pinheiro;-46,17388889;-17,74416667;-43,94194444;-19,92805556
1761;MG;Juatuba;-44,34277778;-19,95194444;-43,94194444;-19,92805556
1762;MG;Juiz de Fora;-43,35;-21,75;-43,94194444;-19,92805556
1763;MG;Juramento;-43,58694444;-16,84777778;-43,94194444;-19,92805556
1764;MG;Juruaia;-46,57694444;-21,25277778;-43,94194444;-19,92805556
1765;MG;Juvenília;-44,16;-14,26277778;-43,94194444;-19,92805556
1766;MG;Ladainha;-41,73777778;-17,63194444;-43,94194444;-19,92805556
1767;MG;Lagamar;-46,80777778;-18,17777778;-43,94194444;-19,92805556
1770;MG;Lagoa Dourada;-44,07777778;-20,91388889;-43,94194444;-19,92805556
1771;MG;Lagoa Formosa;-46,40777778;-18,77888889;-43,94194444;-19,92805556
1772;MG;Lagoa Grande;-46,51388889;-17,835;-43,94194444;-19,92805556
1773;MG;Lagoa Santa;-43,8966132;-19,6357376;-43,94194444;-19,92805556
1768;MG;Lagoa da Prata;-45,54388889;-20,02277778;-43,94194444;-19,92805556
1769;MG;Lagoa dos Patos;-44,58194444;-16,98277778;-43,94194444;-19,92805556
1774;MG;Lajinha;-41,62277778;-20,15083333;-43,94194444;-19,92805556
1775;MG;Lambari;-45,35;-21,97583333;-43,94194444;-19,92805556
1776;MG;Lamim;-43,47388889;-20,79;-43,94194444;-19,92805556
1777;MG;Laranjal;-42,47694444;-21,37388889;-43,94194444;-19,92805556
1778;MG;Lassance;-44,57777778;-17,88694444;-43,94194444;-19,92805556
1779;MG;Lavras;-45;-21,245;-43,94194444;-19,92805556
1780;MG;Leandro Ferreira;-45,025;-19,71777778;-43,94194444;-19,92805556
1781;MG;Leme do Prado;-42,69277778;-17,08277778;-43,94194444;-19,92805556
1782;MG;Leopoldina;-42,64277778;-21,53194444;-43,94194444;-19,92805556
1783;MG;Liberdade;-44,32;-22,02888889;-43,94194444;-19,92805556
1784;MG;Lima Duarte;-43,79277778;-21,84277778;-43,94194444;-19,92805556
1785;MG;Limeira do Oeste;-50,58083333;-19,55083333;-43,94194444;-19,92805556
1786;MG;Lontra;-44,3037803;-15,9072797;-43,94194444;-19,92805556
1787;MG;Luisburgo;-42,10277778;-20,44;-43,94194444;-19,92805556
1788;MG;Luislândia;-44,58888889;-16,11777778;-43,94194444;-19,92805556
1789;MG;Luminárias;-44,90277778;-21,51083333;-43,94194444;-19,92805556
1790;MG;Luz;-45,68583333;-19,80083333;-43,94194444;-19,92805556
1791;MG;Machacalis;-40,71583333;-17,07694444;-43,94194444;-19,92805556
1792;MG;Machado;-45,92;-21,675;-43,94194444;-19,92805556
1793;MG;Madre de Deus de Minas;-44,33;-21,48277778;-43,94194444;-19,92805556
1794;MG;Malacacheta;-42,07694444;-17,84194444;-43,94194444;-19,92805556
1795;MG;Mamonas;-42,94888889;-15,05;-43,94194444;-19,92805556
1796;MG;Manga;-43,93194444;-14,75583333;-43,94194444;-19,92805556
1797;MG;Manhuaçu;-42,03361111;-20,25805556;-43,94194444;-19,92805556
1798;MG;Manhumirim;-41,95777778;-20,35777778;-43,94194444;-19,92805556
1799;MG;Mantena;-40,98;-18,78194444;-43,94194444;-19,92805556
1801;MG;Mar de Espanha;-43,01;-21,86694444;-43,94194444;-19,92805556
1800;MG;Maravilhas;-44,67583333;-19,51583333;-43,94194444;-19,92805556
1802;MG;Maria da Fé;-45,375;-22,30777778;-43,94194444;-19,92805556
1803;MG;Mariana;-43,41647222;-20,37834722;-43,94194444;-19,92805556
1804;MG;Marilac;-42,08388889;-18,50777778;-43,94194444;-19,92805556
1806;MG;Maripá de Minas;-42,95888889;-21,69777778;-43,94194444;-19,92805556
1807;MG;Marliéria;-42,73194444;-19,71194444;-43,94194444;-19,92805556
1808;MG;Marmelópolis;-45,165;-22,44888889;-43,94194444;-19,92805556
1809;MG;Martinho Campos;-45,23694444;-19,33194444;-43,94194444;-19,92805556
1810;MG;Martins Soares;-41,87694444;-20,25694444;-43,94194444;-19,92805556
1811;MG;Mata Verde;-40,74083333;-15,68583333;-43,94194444;-19,92805556
1812;MG;Materlândia;-43,06;-18,47388889;-43,94194444;-19,92805556
1813;MG;Mateus Leme;-44,42777778;-19,98583333;-43,94194444;-19,92805556
1814;MG;Mathias Lobato;-41,90777778;-18,59194444;-43,94194444;-19,92805556
1815;MG;Matias Barbosa;-43,31888889;-21,86888889;-43,94194444;-19,92805556
1816;MG;Matias Cardoso;-43,92194444;-14,855;-43,94194444;-19,92805556
1817;MG;Matipó;-42,34083333;-20,28388889;-43,94194444;-19,92805556
1818;MG;Mato Verde;-42,86583333;-15,39694444;-43,94194444;-19,92805556
1819;MG;Matozinhos;-44,08083333;-19,55777778;-43,94194444;-19,92805556
1820;MG;Matutina;-45,96888889;-19,22277778;-43,94194444;-19,92805556
1821;MG;Medeiros;-46,22583333;-19,99583333;-43,94194444;-19,92805556
1822;MG;Medina;-41,47694444;-16,22277778;-43,94194444;-19,92805556
